Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Hour of Request,Request Time Slot,Trip Duration (mins),Ride Outcome,Request Weekday
1330,Airport,99,Trip Completed,2016-07-11 23:11:00,2016-07-12 00:14:00,23,Night,63.00,Success,Monday
3227,Airport,99,Trip Completed,2016-07-13 09:52:49,2016-07-13 10:33:38,9,Morning,40.82,Success,Wednesday
4921,City,99,Trip Completed,2016-07-14 18:14:26,2016-07-14 19:20:18,18,Evening,65.87,Success,Thursday
5373,City,99,Trip Completed,2016-07-14 23:42:23,2016-07-15 00:17:24,23,Night,35.02,Success,Thursday
6612,Airport,99,Trip Completed,2016-07-15 21:49:41,2016-07-15 22:28:38,21,Night,38.95,Success,Friday
50,City,100,Trip Completed,2016-07-11 03:22:00,2016-07-11 03:57:00,3,Late Night,35.00,Success,Monday
102,Airport,100,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:38:00,5,Early Morning,37.00,Success,Monday
211,City,100,Trip Completed,2016-07-11 06:08:00,2016-07-11 06:47:00,6,Early Morning,39.00,Success,Monday
510,City,100,Trip Completed,2016-07-11 09:40:00,2016-07-11 11:01:00,9,Morning,81.00,Success,Monday
1548,Airport,100,Trip Completed,2016-07-12 06:10:00,2016-07-12 07:12:00,6,Early Morning,62.00,Success,Tuesday
2208,City,100,Trip Completed,2016-07-12 17:59:00,2016-07-12 19:00:00,17,Evening,61.00,Success,Tuesday
4030,City,100,Trip Completed,2016-07-14 00:13:43,2016-07-14 00:47:55,0,Late Night,34.20,Success,Thursday
4370,City,100,Trip Completed,2016-07-14 07:36:53,2016-07-14 08:16:29,7,Early Morning,39.60,Success,Thursday
5834,Airport,100,Trip Completed,2016-07-15 08:54:03,2016-07-15 10:05:53,8,Morning,71.83,Success,Friday
639,City,101,Trip Completed,2016-07-11 12:28:00,2016-07-11 12:56:00,12,Afternoon,28.00,Success,Monday
1451,Airport,101,Trip Completed,2016-07-12 04:53:00,2016-07-12 05:40:00,4,Early Morning,47.00,Success,Tuesday
2335,City,101,Trip Completed,2016-07-12 19:15:00,2016-07-12 20:02:00,19,Evening,47.00,Success,Tuesday
2572,Airport,101,Trip Completed,2016-07-12 21:35:00,2016-07-12 22:42:00,21,Night,67.00,Success,Tuesday
3326,Airport,101,Trip Completed,2016-07-13 12:29:20,2016-07-13 13:09:40,12,Afternoon,40.33,Success,Wednesday
3916,City,101,Trip Completed,2016-07-13 22:08:13,2016-07-13 23:22:35,22,Night,74.37,Success,Wednesday
4514,City,101,Trip Completed,2016-07-14 09:16:24,2016-07-14 10:16:38,9,Morning,60.23,Success,Thursday
6604,City,101,Trip Completed,2016-07-15 21:42:04,2016-07-15 22:19:18,21,Night,37.23,Success,Friday
373,Airport,102,Trip Completed,2016-07-11 08:09:00,2016-07-11 09:16:00,8,Morning,67.00,Success,Monday
1338,Airport,102,Trip Completed,2016-07-11 23:23:00,2016-07-11 23:58:00,23,Night,35.00,Success,Monday
1830,City,102,Trip Completed,2016-07-12 09:33:00,2016-07-12 10:43:00,9,Morning,70.00,Success,Tuesday
2274,City,102,Trip Completed,2016-07-12 18:33:00,2016-07-12 19:22:00,18,Evening,49.00,Success,Tuesday
3224,Airport,102,Trip Completed,2016-07-13 09:52:22,2016-07-13 10:28:33,9,Morning,36.18,Success,Wednesday
5321,City,102,Trip Completed,2016-07-14 22:09:50,2016-07-14 22:46:06,22,Night,36.27,Success,Thursday
5520,City,102,Trip Completed,2016-07-15 05:17:46,2016-07-15 06:01:41,5,Early Morning,43.92,Success,Friday
5842,City,102,Trip Completed,2016-07-15 09:04:30,2016-07-15 09:53:01,9,Morning,48.52,Success,Friday
6429,Airport,102,Trip Completed,2016-07-15 19:49:10,2016-07-15 20:34:01,19,Evening,44.85,Success,Friday
6704,Airport,102,Trip Completed,2016-07-15 22:58:01,2016-07-15 23:59:35,22,Night,61.57,Success,Friday
2057,Airport,103,Trip Completed,2016-07-12 15:02:00,2016-07-12 15:36:00,15,Afternoon,34.00,Success,Tuesday
3723,Airport,103,Trip Completed,2016-07-13 20:03:45,2016-07-13 20:57:08,20,Evening,53.38,Success,Wednesday
4492,City,103,Trip Completed,2016-07-14 09:01:49,2016-07-14 10:05:11,9,Morning,63.37,Success,Thursday
5153,Airport,103,Trip Completed,2016-07-14 20:29:19,2016-07-14 21:38:20,20,Evening,69.02,Success,Thursday
6531,City,103,Trip Completed,2016-07-15 20:49:25,2016-07-15 21:27:36,20,Evening,38.18,Success,Friday
521,City,104,Trip Completed,2016-07-11 09:48:00,2016-07-11 10:55:00,9,Morning,67.00,Success,Monday
1850,City,104,Trip Completed,2016-07-12 09:45:00,2016-07-12 10:20:00,9,Morning,35.00,Success,Tuesday
2851,Airport,104,Trip Completed,2016-07-13 05:31:53,2016-07-13 06:39:33,5,Early Morning,67.67,Success,Wednesday
5380,Airport,104,Trip Completed,2016-07-14 23:50:28,2016-07-15 00:39:55,23,Night,49.45,Success,Thursday
5917,Airport,104,Trip Completed,2016-07-15 10:04:16,2016-07-15 10:54:15,10,Morning,49.98,Success,Friday
148,Airport,105,Trip Completed,2016-07-11 05:36:00,2016-07-11 06:46:00,5,Early Morning,70.00,Success,Monday
1113,City,105,Trip Completed,2016-07-11 20:18:00,2016-07-11 20:55:00,20,Evening,37.00,Success,Monday
1758,Airport,105,Trip Completed,2016-07-12 08:44:00,2016-07-12 09:19:00,8,Morning,35.00,Success,Tuesday
2395,Airport,105,Trip Completed,2016-07-12 19:55:00,2016-07-12 20:50:00,19,Evening,55.00,Success,Tuesday
2708,Airport,105,Trip Completed,2016-07-13 01:22:32,2016-07-13 02:35:10,1,Late Night,72.63,Success,Wednesday
2995,City,105,Trip Completed,2016-07-13 07:07:32,2016-07-13 08:08:45,7,Early Morning,61.22,Success,Wednesday
3993,City,105,Trip Completed,2016-07-13 23:31:47,2016-07-14 00:14:14,23,Night,42.45,Success,Wednesday
4724,City,105,Trip Completed,2016-07-14 13:52:36,2016-07-14 14:29:40,13,Afternoon,37.07,Success,Thursday
5144,Airport,105,Trip Completed,2016-07-14 20:21:02,2016-07-14 21:16:51,20,Evening,55.82,Success,Thursday
5572,City,105,Trip Completed,2016-07-15 05:46:37,2016-07-15 06:40:01,5,Early Morning,53.40,Success,Friday
5740,Airport,105,Trip Completed,2016-07-15 07:50:35,2016-07-15 08:58:39,7,Early Morning,68.07,Success,Friday
5938,City,105,Trip Completed,2016-07-15 10:16:24,2016-07-15 11:06:42,10,Morning,50.30,Success,Friday
6299,City,105,Trip Completed,2016-07-15 18:25:54,2016-07-15 19:07:36,18,Evening,41.70,Success,Friday
6695,Airport,105,Trip Completed,2016-07-15 22:45:03,2016-07-16 00:02:06,22,Night,77.05,Success,Friday
507,Airport,106,Trip Completed,2016-07-11 09:40:00,2016-07-11 10:38:00,9,Morning,58.00,Success,Monday
1135,Airport,106,Trip Completed,2016-07-11 20:37:00,2016-07-11 21:29:00,20,Evening,52.00,Success,Monday
1479,City,106,Trip Completed,2016-07-12 05:16:00,2016-07-12 05:58:00,5,Early Morning,42.00,Success,Tuesday
3275,City,106,Trip Completed,2016-07-13 10:39:32,2016-07-13 11:39:21,10,Morning,59.82,Success,Wednesday
4078,City,106,Trip Completed,2016-07-14 02:10:33,2016-07-14 03:05:32,2,Late Night,54.98,Success,Thursday
4176,Airport,106,Trip Completed,2016-07-14 05:18:01,2016-07-14 06:01:38,5,Early Morning,43.62,Success,Thursday
4776,City,106,Trip Completed,2016-07-14 16:16:30,2016-07-14 17:31:10,16,Afternoon,74.67,Success,Thursday
4899,Airport,106,Trip Completed,2016-07-14 18:02:51,2016-07-14 19:01:55,18,Evening,59.07,Success,Thursday
35,City,107,Trip Completed,2016-07-11 02:36:00,2016-07-11 03:03:00,2,Late Night,27.00,Success,Monday
161,Airport,107,Trip Completed,2016-07-11 05:36:00,2016-07-11 06:10:00,5,Early Morning,34.00,Success,Monday
831,Airport,107,Trip Completed,2016-07-11 17:30:00,2016-07-11 18:19:00,17,Evening,49.00,Success,Monday
1080,Airport,107,Trip Completed,2016-07-11 19:59:00,2016-07-11 20:38:00,19,Evening,39.00,Success,Monday
2496,City,107,Trip Completed,2016-07-12 20:53:00,2016-07-12 21:33:00,20,Evening,40.00,Success,Tuesday
3141,City,107,Trip Completed,2016-07-13 08:58:47,2016-07-13 09:28:32,8,Morning,29.75,Success,Wednesday
3297,City,107,Trip Completed,2016-07-13 11:37:32,2016-07-13 12:14:07,11,Morning,36.58,Success,Wednesday
3602,Airport,107,Trip Completed,2016-07-13 18:40:02,2016-07-13 19:13:36,18,Evening,33.57,Success,Wednesday
4150,City,107,Trip Completed,2016-07-14 04:51:03,2016-07-14 05:50:07,4,Early Morning,59.07,Success,Thursday
4361,City,107,Trip Completed,2016-07-14 07:29:29,2016-07-14 08:28:35,7,Early Morning,59.10,Success,Thursday
4642,City,107,Trip Completed,2016-07-14 11:44:26,2016-07-14 12:41:11,11,Morning,56.75,Success,Thursday
4752,City,107,Trip Completed,2016-07-14 15:19:35,2016-07-14 16:11:37,15,Afternoon,52.03,Success,Thursday
4849,City,107,Trip Completed,2016-07-14 17:39:27,2016-07-14 18:44:26,17,Evening,64.98,Success,Thursday
6199,City,107,Trip Completed,2016-07-15 17:25:23,2016-07-15 18:19:03,17,Evening,53.67,Success,Friday
241,City,108,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:17:00,6,Early Morning,46.00,Success,Monday
1339,Airport,108,Trip Completed,2016-07-11 23:25:00,2016-07-12 00:32:00,23,Night,67.00,Success,Monday
1454,City,108,Trip Completed,2016-07-12 04:54:00,2016-07-12 06:07:00,4,Early Morning,73.00,Success,Tuesday
4342,City,108,Trip Completed,2016-07-14 07:17:09,2016-07-14 08:15:45,7,Early Morning,58.60,Success,Thursday
6766,City,108,Trip Completed,2016-07-15 00:06:56,2016-07-15 01:10:34,0,Late Night,63.63,Success,Friday
6213,City,108,Trip Completed,2016-07-15 17:30:09,2016-07-15 18:32:51,17,Evening,62.70,Success,Friday
41,City,109,Trip Completed,2016-07-11 02:47:00,2016-07-11 03:23:00,2,Late Night,36.00,Success,Monday
279,Airport,109,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:47:00,6,Early Morning,49.00,Success,Monday
952,City,109,Trip Completed,2016-07-11 18:39:00,2016-07-11 19:19:00,18,Evening,40.00,Success,Monday
1200,Airport,109,Trip Completed,2016-07-11 21:13:00,2016-07-11 22:29:00,21,Night,76.00,Success,Monday
1775,City,109,Trip Completed,2016-07-12 08:57:00,2016-07-12 09:52:00,8,Morning,55.00,Success,Tuesday
1953,Airport,109,Trip Completed,2016-07-12 11:38:00,2016-07-12 12:41:00,11,Morning,63.00,Success,Tuesday
3270,City,109,Trip Completed,2016-07-13 10:28:01,2016-07-13 11:04:59,10,Morning,36.97,Success,Wednesday
3497,Airport,109,Trip Completed,2016-07-13 17:32:20,2016-07-13 18:27:42,17,Evening,55.37,Success,Wednesday
3897,Airport,109,Trip Completed,2016-07-13 22:00:50,2016-07-13 22:37:59,22,Night,37.15,Success,Wednesday
4601,City,109,Trip Completed,2016-07-14 10:13:30,2016-07-14 10:52:16,10,Morning,38.77,Success,Thursday
4621,Airport,109,Trip Completed,2016-07-14 11:02:21,2016-07-14 11:46:14,11,Morning,43.88,Success,Thursday
5061,City,109,Trip Completed,2016-07-14 19:29:16,2016-07-14 20:13:18,19,Evening,44.03,Success,Thursday
5359,City,109,Trip Completed,2016-07-14 23:21:57,2016-07-15 00:24:00,23,Night,62.05,Success,Thursday
6179,Airport,109,Trip Completed,2016-07-15 16:53:17,2016-07-15 18:08:57,16,Afternoon,75.67,Success,Friday
469,Airport,110,Trip Completed,2016-07-11 09:24:00,2016-07-11 10:04:00,9,Morning,40.00,Success,Monday
914,City,110,Trip Completed,2016-07-11 18:17:00,2016-07-11 18:58:00,18,Evening,41.00,Success,Monday
1386,Airport,110,Trip Completed,2016-07-12 01:30:00,2016-07-12 02:42:00,1,Late Night,72.00,Success,Tuesday
1935,City,110,Trip Completed,2016-07-12 11:16:00,2016-07-12 12:17:00,11,Morning,61.00,Success,Tuesday
3243,Airport,110,Trip Completed,2016-07-13 10:03:58,2016-07-13 10:46:44,10,Morning,42.77,Success,Wednesday
3449,City,110,Trip Completed,2016-07-13 16:52:29,2016-07-13 17:21:31,16,Afternoon,29.03,Success,Wednesday
4500,City,110,Trip Completed,2016-07-14 09:04:43,2016-07-14 10:09:11,9,Morning,64.47,Success,Thursday
5328,Airport,110,Trip Completed,2016-07-14 22:10:37,2016-07-14 22:51:25,22,Night,40.80,Success,Thursday
5576,City,110,Trip Completed,2016-07-15 05:53:20,2016-07-15 06:25:29,5,Early Morning,32.15,Success,Friday
6112,Airport,110,Trip Completed,2016-07-15 15:06:46,2016-07-15 16:12:22,15,Afternoon,65.60,Success,Friday
6438,Airport,110,Trip Completed,2016-07-15 19:54:08,2016-07-15 20:36:23,19,Evening,42.25,Success,Friday
707,Airport,111,Trip Completed,2016-07-11 14:17:00,2016-07-11 14:55:00,14,Afternoon,38.00,Success,Monday
1136,Airport,111,Trip Completed,2016-07-11 20:32:00,2016-07-11 21:20:00,20,Evening,48.00,Success,Monday
2961,Airport,111,Trip Completed,2016-07-13 06:48:57,2016-07-13 07:47:08,6,Early Morning,58.18,Success,Wednesday
3428,City,111,Trip Completed,2016-07-13 15:55:17,2016-07-13 16:45:19,15,Afternoon,50.03,Success,Wednesday
4045,Airport,111,Trip Completed,2016-07-14 00:56:22,2016-07-14 01:22:47,0,Late Night,26.42,Success,Thursday
5399,City,111,Trip Completed,2016-07-15 00:58:19,2016-07-15 02:16:07,0,Late Night,77.80,Success,Friday
5730,City,111,Trip Completed,2016-07-15 07:50:12,2016-07-15 08:45:09,7,Early Morning,54.95,Success,Friday
180,Airport,112,Trip Completed,2016-07-11 05:48:00,2016-07-11 06:28:00,5,Early Morning,40.00,Success,Monday
1694,City,112,Trip Completed,2016-07-12 07:54:00,2016-07-12 08:48:00,7,Early Morning,54.00,Success,Tuesday
2294,City,112,Trip Completed,2016-07-12 18:47:00,2016-07-12 19:49:00,18,Evening,62.00,Success,Tuesday
3630,City,112,Trip Completed,2016-07-13 18:59:56,2016-07-13 19:59:30,18,Evening,59.57,Success,Wednesday
3978,City,112,Trip Completed,2016-07-13 23:18:14,2016-07-13 23:46:18,23,Night,28.07,Success,Wednesday
4426,City,112,Trip Completed,2016-07-14 08:21:49,2016-07-14 09:08:49,8,Morning,47.00,Success,Thursday
5115,Airport,112,Trip Completed,2016-07-14 20:03:46,2016-07-14 21:08:12,20,Evening,64.43,Success,Thursday
5558,Airport,112,Trip Completed,2016-07-15 05:32:12,2016-07-15 06:05:55,5,Early Morning,33.72,Success,Friday
5827,Airport,112,Trip Completed,2016-07-15 08:52:58,2016-07-15 09:29:41,8,Morning,36.72,Success,Friday
6063,Airport,112,Trip Completed,2016-07-15 13:48:53,2016-07-15 14:19:12,13,Afternoon,30.32,Success,Friday
6691,Airport,112,Trip Completed,2016-07-15 22:47:31,2016-07-16 00:01:05,22,Night,73.57,Success,Friday
170,City,113,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:39:00,5,Early Morning,54.00,Success,Monday
1326,Airport,113,Trip Completed,2016-07-11 23:06:00,2016-07-12 00:07:00,23,Night,61.00,Success,Monday
1476,City,113,Trip Completed,2016-07-12 05:16:00,2016-07-12 06:04:00,5,Early Morning,48.00,Success,Tuesday
2937,Airport,113,Trip Completed,2016-07-13 06:27:11,2016-07-13 07:15:24,6,Early Morning,48.22,Success,Wednesday
3973,City,113,Trip Completed,2016-07-13 22:58:36,2016-07-13 23:51:51,22,Night,53.25,Success,Wednesday
4644,City,113,Trip Completed,2016-07-14 11:47:32,2016-07-14 12:20:33,11,Morning,33.02,Success,Thursday
5086,Airport,113,Trip Completed,2016-07-14 19:41:45,2016-07-14 21:02:52,19,Evening,81.12,Success,Thursday
6572,Airport,113,Trip Completed,2016-07-15 21:11:01,2016-07-15 22:02:20,21,Night,51.32,Success,Friday
6755,Airport,113,Trip Completed,2016-07-15 23:57:32,2016-07-16 01:09:24,23,Night,71.87,Success,Friday
1483,City,114,Trip Completed,2016-07-12 05:22:00,2016-07-12 06:22:00,5,Early Morning,60.00,Success,Tuesday
1844,City,114,Trip Completed,2016-07-12 09:40:00,2016-07-12 10:11:00,9,Morning,31.00,Success,Tuesday
2120,Airport,114,Trip Completed,2016-07-12 16:44:00,2016-07-12 17:33:00,16,Afternoon,49.00,Success,Tuesday
2411,City,114,Trip Completed,2016-07-12 20:04:00,2016-07-12 20:40:00,20,Evening,36.00,Success,Tuesday
2903,Airport,114,Trip Completed,2016-07-13 06:00:19,2016-07-13 06:40:37,6,Early Morning,40.30,Success,Wednesday
3289,City,114,Trip Completed,2016-07-13 11:06:44,2016-07-13 11:51:09,11,Morning,44.42,Success,Wednesday
3859,Airport,114,Trip Completed,2016-07-13 21:38:18,2016-07-13 22:28:35,21,Night,50.28,Success,Wednesday
4313,City,114,Trip Completed,2016-07-14 06:49:43,2016-07-14 07:44:15,6,Early Morning,54.53,Success,Thursday
5325,City,114,Trip Completed,2016-07-14 22:11:41,2016-07-14 23:12:36,22,Night,60.92,Success,Thursday
5906,City,114,Trip Completed,2016-07-15 09:56:43,2016-07-15 10:29:00,9,Morning,32.28,Success,Friday
6049,City,114,Trip Completed,2016-07-15 13:27:33,2016-07-15 14:32:29,13,Afternoon,64.93,Success,Friday
664,Airport,115,Trip Completed,2016-07-11 12:58:00,2016-07-11 14:07:00,12,Afternoon,69.00,Success,Monday
750,City,115,Trip Completed,2016-07-11 15:52:00,2016-07-11 16:27:00,15,Afternoon,35.00,Success,Monday
1950,City,115,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:04:00,11,Morning,31.00,Success,Tuesday
2989,Airport,115,Trip Completed,2016-07-13 07:08:16,2016-07-13 07:42:11,7,Early Morning,33.92,Success,Wednesday
3266,Airport,115,Trip Completed,2016-07-13 10:27:47,2016-07-13 11:19:30,10,Morning,51.72,Success,Wednesday
4358,Airport,115,Trip Completed,2016-07-14 07:25:12,2016-07-14 08:08:40,7,Early Morning,43.47,Success,Thursday
4720,Airport,115,Trip Completed,2016-07-14 13:48:48,2016-07-14 14:41:09,13,Afternoon,52.35,Success,Thursday
5019,City,115,Trip Completed,2016-07-14 19:07:33,2016-07-14 19:59:54,19,Evening,52.35,Success,Thursday
5925,City,115,Trip Completed,2016-07-15 10:08:04,2016-07-15 10:32:39,10,Morning,24.58,Success,Friday
112,Airport,116,Trip Completed,2016-07-11 05:01:00,2016-07-11 06:04:00,5,Early Morning,63.00,Success,Monday
213,City,116,Trip Completed,2016-07-11 06:15:00,2016-07-11 06:57:00,6,Early Morning,42.00,Success,Monday
1818,Airport,116,Trip Completed,2016-07-12 09:29:00,2016-07-12 10:38:00,9,Morning,69.00,Success,Tuesday
2018,Airport,116,Trip Completed,2016-07-12 13:39:00,2016-07-12 14:19:00,13,Afternoon,40.00,Success,Tuesday
3231,Airport,116,Trip Completed,2016-07-13 09:57:52,2016-07-13 10:48:18,9,Morning,50.43,Success,Wednesday
3378,Airport,116,Trip Completed,2016-07-13 14:19:59,2016-07-13 14:58:52,14,Afternoon,38.88,Success,Wednesday
3896,City,116,Trip Completed,2016-07-13 21:55:01,2016-07-13 22:54:33,21,Night,59.53,Success,Wednesday
4828,City,116,Trip Completed,2016-07-14 17:26:14,2016-07-14 17:59:47,17,Evening,33.55,Success,Thursday
5944,City,116,Trip Completed,2016-07-15 10:23:18,2016-07-15 11:33:59,10,Morning,70.68,Success,Friday
6245,Airport,116,Trip Completed,2016-07-15 17:58:28,2016-07-15 18:57:00,17,Evening,58.53,Success,Friday
3957,City,117,Trip Completed,2016-07-13 22:42:16,2016-07-13 23:43:32,22,Night,61.27,Success,Wednesday
4066,Airport,117,Trip Completed,2016-07-14 01:56:01,2016-07-14 03:07:14,1,Late Night,71.22,Success,Thursday
4691,City,117,Trip Completed,2016-07-14 13:01:57,2016-07-14 13:54:26,13,Afternoon,52.48,Success,Thursday
6153,Airport,117,Trip Completed,2016-07-15 16:23:13,2016-07-15 17:33:03,16,Afternoon,69.83,Success,Friday
260,City,118,Trip Completed,2016-07-11 06:45:00,2016-07-11 07:54:00,6,Early Morning,69.00,Success,Monday
1077,Airport,118,Trip Completed,2016-07-11 19:55:00,2016-07-11 20:44:00,19,Evening,49.00,Success,Monday
1316,City,118,Trip Completed,2016-07-11 22:54:00,2016-07-11 23:45:00,22,Night,51.00,Success,Monday
1754,City,118,Trip Completed,2016-07-12 08:42:00,2016-07-12 09:39:00,8,Morning,57.00,Success,Tuesday
2086,City,118,Trip Completed,2016-07-12 15:44:00,2016-07-12 16:30:00,15,Afternoon,46.00,Success,Tuesday
3044,Airport,118,Trip Completed,2016-07-13 07:38:41,2016-07-13 08:19:23,7,Early Morning,40.70,Success,Wednesday
3295,City,118,Trip Completed,2016-07-13 11:32:01,2016-07-13 12:15:03,11,Morning,43.03,Success,Wednesday
3347,Airport,118,Trip Completed,2016-07-13 12:58:15,2016-07-13 13:54:49,12,Afternoon,56.57,Success,Wednesday
3801,Airport,118,Trip Completed,2016-07-13 20:59:37,2016-07-13 21:37:51,20,Evening,38.23,Success,Wednesday
4249,City,118,Trip Completed,2016-07-14 06:03:18,2016-07-14 06:57:26,6,Early Morning,54.13,Success,Thursday
5096,Airport,118,Trip Completed,2016-07-14 19:52:09,2016-07-14 20:49:12,19,Evening,57.05,Success,Thursday
5892,City,118,Trip Completed,2016-07-15 09:48:14,2016-07-15 10:46:16,9,Morning,58.03,Success,Friday
6281,Airport,118,Trip Completed,2016-07-15 18:16:59,2016-07-15 19:23:29,18,Evening,66.50,Success,Friday
6497,City,118,Trip Completed,2016-07-15 20:29:43,2016-07-15 21:15:32,20,Evening,45.82,Success,Friday
13,City,119,Trip Completed,2016-07-11 01:08:00,2016-07-11 01:58:00,1,Late Night,50.00,Success,Monday
1907,City,119,Trip Completed,2016-07-12 10:36:00,2016-07-12 11:53:00,10,Morning,77.00,Success,Tuesday
3074,City,119,Trip Completed,2016-07-13 08:03:34,2016-07-13 09:11:31,8,Morning,67.95,Success,Wednesday
3441,City,119,Trip Completed,2016-07-13 16:27:50,2016-07-13 17:43:04,16,Afternoon,75.23,Success,Wednesday
3651,City,119,Trip Completed,2016-07-13 19:13:47,2016-07-13 20:21:51,19,Evening,68.07,Success,Wednesday
4093,City,119,Trip Completed,2016-07-14 03:06:29,2016-07-14 04:03:44,3,Late Night,57.25,Success,Thursday
4339,City,119,Trip Completed,2016-07-14 07:13:49,2016-07-14 07:50:21,7,Early Morning,36.53,Success,Thursday
4753,City,119,Trip Completed,2016-07-14 15:18:12,2016-07-14 16:23:40,15,Afternoon,65.47,Success,Thursday
5933,City,119,Trip Completed,2016-07-15 10:12:18,2016-07-15 11:01:40,10,Morning,49.37,Success,Friday
1184,City,120,Trip Completed,2016-07-11 21:01:00,2016-07-11 22:11:00,21,Night,70.00,Success,Monday
1402,Airport,120,Trip Completed,2016-07-12 02:48:00,2016-07-12 03:48:00,2,Late Night,60.00,Success,Tuesday
1597,City,120,Trip Completed,2016-07-12 06:40:00,2016-07-12 07:42:00,6,Early Morning,62.00,Success,Tuesday
2702,City,120,Trip Completed,2016-07-13 01:12:24,2016-07-13 02:20:13,1,Late Night,67.82,Success,Wednesday
2996,City,120,Trip Completed,2016-07-13 07:13:58,2016-07-13 08:10:12,7,Early Morning,56.23,Success,Wednesday
4857,Airport,120,Trip Completed,2016-07-14 17:34:19,2016-07-14 18:25:16,17,Evening,50.95,Success,Thursday
6661,City,120,Trip Completed,2016-07-15 22:20:23,2016-07-15 23:21:03,22,Night,60.67,Success,Friday
134,Airport,121,Trip Completed,2016-07-11 05:13:00,2016-07-11 06:14:00,5,Early Morning,61.00,Success,Monday
598,City,121,Trip Completed,2016-07-11 11:36:00,2016-07-11 12:17:00,11,Morning,41.00,Success,Monday
726,Airport,121,Trip Completed,2016-07-11 15:00:00,2016-07-11 16:03:00,15,Afternoon,63.00,Success,Monday
832,Airport,121,Trip Completed,2016-07-11 17:38:00,2016-07-11 18:16:00,17,Evening,38.00,Success,Monday
2065,City,121,Trip Completed,2016-07-12 15:06:00,2016-07-12 16:10:00,15,Afternoon,64.00,Success,Tuesday
2701,Airport,121,Trip Completed,2016-07-13 01:04:42,2016-07-13 01:52:45,1,Late Night,48.05,Success,Wednesday
3429,City,121,Trip Completed,2016-07-13 15:59:29,2016-07-13 16:58:03,15,Afternoon,58.57,Success,Wednesday
3645,City,121,Trip Completed,2016-07-13 19:07:39,2016-07-13 20:00:18,19,Evening,52.65,Success,Wednesday
4958,City,121,Trip Completed,2016-07-14 18:36:12,2016-07-14 19:46:51,18,Evening,70.65,Success,Thursday
5474,City,121,Trip Completed,2016-07-15 04:45:24,2016-07-15 05:52:14,4,Early Morning,66.83,Success,Friday
6088,City,121,Trip Completed,2016-07-15 14:29:35,2016-07-15 15:24:34,14,Afternoon,54.98,Success,Friday
6714,Airport,121,Trip Completed,2016-07-15 23:12:34,2016-07-16 00:04:20,23,Night,51.77,Success,Friday
1024,Airport,122,Trip Completed,2016-07-11 19:20:00,2016-07-11 20:20:00,19,Evening,60.00,Success,Monday
1452,City,122,Trip Completed,2016-07-12 04:52:00,2016-07-12 05:41:00,4,Early Morning,49.00,Success,Tuesday
2507,City,122,Trip Completed,2016-07-12 21:05:00,2016-07-12 21:30:00,21,Night,25.00,Success,Tuesday
3052,Airport,122,Trip Completed,2016-07-13 07:43:26,2016-07-13 08:53:01,7,Early Morning,69.58,Success,Wednesday
4702,Airport,122,Trip Completed,2016-07-14 13:13:14,2016-07-14 13:43:14,13,Afternoon,30.00,Success,Thursday
4830,Airport,122,Trip Completed,2016-07-14 17:23:33,2016-07-14 18:36:07,17,Evening,72.57,Success,Thursday
5920,Airport,122,Trip Completed,2016-07-15 10:06:21,2016-07-15 10:41:40,10,Morning,35.32,Success,Friday
533,Airport,123,Trip Completed,2016-07-11 09:55:00,2016-07-11 10:58:00,9,Morning,63.00,Success,Monday
1368,City,123,Trip Completed,2016-07-12 00:07:00,2016-07-12 00:50:00,0,Late Night,43.00,Success,Tuesday
2499,Airport,123,Trip Completed,2016-07-12 20:55:00,2016-07-12 22:03:00,20,Evening,68.00,Success,Tuesday
2962,City,123,Trip Completed,2016-07-13 06:47:53,2016-07-13 07:58:34,6,Early Morning,70.68,Success,Wednesday
3617,Airport,123,Trip Completed,2016-07-13 18:55:13,2016-07-13 20:07:29,18,Evening,72.27,Success,Wednesday
5370,City,123,Trip Completed,2016-07-14 23:43:29,2016-07-15 00:33:38,23,Night,50.15,Success,Thursday
47,City,124,Trip Completed,2016-07-11 03:22:00,2016-07-11 04:35:00,3,Late Night,73.00,Success,Monday
270,City,124,Trip Completed,2016-07-11 06:54:00,2016-07-11 07:50:00,6,Early Morning,56.00,Success,Monday
1007,City,124,Trip Completed,2016-07-11 19:14:00,2016-07-11 19:46:00,19,Evening,32.00,Success,Monday
2372,City,124,Trip Completed,2016-07-12 19:35:00,2016-07-12 20:13:00,19,Evening,38.00,Success,Tuesday
3584,Airport,124,Trip Completed,2016-07-13 18:29:45,2016-07-13 19:37:39,18,Evening,67.90,Success,Wednesday
4645,Airport,124,Trip Completed,2016-07-14 11:45:40,2016-07-14 12:52:26,11,Morning,66.77,Success,Thursday
5219,City,124,Trip Completed,2016-07-14 21:00:35,2016-07-14 22:05:19,21,Night,64.73,Success,Thursday
5559,Airport,124,Trip Completed,2016-07-15 05:39:41,2016-07-15 06:52:07,5,Early Morning,72.43,Success,Friday
631,Airport,125,Trip Completed,2016-07-11 12:19:00,2016-07-11 13:28:00,12,Afternoon,69.00,Success,Monday
